Datetime,Open,High,Low,Close,Volume
2024-09-13 00:00:00+0000,136.13720703125,136.13720703125,134.46737670898438,134.51995849609375,0
2024-09-13 04:00:00+0000,134.51742553710938,134.8346405029297,133.85081481933594,134.54173278808594,21906816
2024-09-13 08:00:00+0000,134.54971313476562,134.59556579589844,132.65489196777344,132.65489196777344,54000000
2024-09-13 12:00:00+0000,132.64495849609375,136.6256103515625,131.87484741210938,136.528564453125,134446464
2024-09-13 16:00:00+0000,136.5248260498047,138.21046447753906,136.13011169433594,137.97036743164062,156196352
2024-09-13 20:00:00+0000,137.99746704101562,139.806640625,137.99746704101562,139.1025390625,88055808
2024-09-14 00:00:00+0000,139.10897827148438,139.7289581298828,138.64695739746094,139.5868682861328,21608576
2024-09-14 04:00:00+0000,139.52133178710938,139.57215881347656,137.5292205810547,137.6258087158203,63032192
2024-09-14 08:00:00+0000,137.61843872070312,137.61843872070312,136.6256561279297,136.855712890625,15067648
2024-09-14 12:00:00+0000,136.85523986816406,138.0914764404297,136.66099548339844,137.5096893310547,0
2024-09-14 16:00:00+0000,137.50006103515625,137.8622283935547,135.94882202148438,136.7117919921875,0
2024-09-14 20:00:00+0000,136.70150756835938,137.3350830078125,136.64208984375,137.17977905273438,0
2024-09-15 00:00:00+0000,137.17715454101562,137.91647338867188,137.15455627441406,137.52549743652344,0
2024-09-15 04:00:00+0000,137.52151489257812,137.58689880371094,136.9472198486328,137.12290954589844,0
2024-09-15 08:00:00+0000,137.12380981445312,137.1627960205078,135.30503845214844,135.59286499023438,35411584
2024-09-15 12:00:00+0000,135.59996032714844,136.29725646972656,134.77304077148438,135.82923889160156,98159936
2024-09-15 16:00:00+0000,135.82064819335938,135.82064819335938,133.14013671875,133.5204620361328,216067584
2024-09-15 20:00:00+0000,133.51687622070312,133.51687622070312,130.9724884033203,131.4993896484375,230115328
2024-09-16 00:00:00+0000,131.48089599609375,131.76663208007812,129.39085388183594,130.63543701171875,218774400
2024-09-16 04:00:00+0000,130.62997436523438,131.33181762695312,130.4834442138672,131.31158447265625,77321216
2024-09-16 08:00:00+0000,131.30572509765625,132.26806640625,130.7815399169922,131.9617156982422,92159872
2024-09-16 12:00:00+0000,131.951171875,132.25064086914062,130.21011352539062,131.6480255126953,92276736
2024-09-16 16:00:00+0000,131.61578369140625,131.61578369140625,129.1497344970703,131.1669921875,43670912
2024-09-16 20:00:00+0000,131.17396545410156,131.84046936035156,130.116943359375,131.47259521484375,0
2024-09-17 00:00:00+0000,131.46826171875,131.9083251953125,130.49838256835938,131.17433166503906,0
2024-09-17 04:00:00+0000,131.1732177734375,132.7205352783203,130.8670196533203,132.29522705078125,4120192
2024-09-17 08:00:00+0000,132.29379272460938,133.2511444091797,131.8448486328125,132.09463500976562,44028032
2024-09-17 12:00:00+0000,132.07928466796875,135.48629760742188,131.1405029296875,134.71795654296875,226570368
2024-09-17 16:00:00+0000,134.7107696533203,134.86512756347656,131.39564514160156,132.12637329101562,129077504
2024-09-17 20:00:00+0000,132.18780517578125,132.6166534423828,131.2681427001953,131.53707885742188,21630080
2024-09-18 00:00:00+0000,131.5406036376953,132.08575439453125,130.38365173339844,131.7813262939453,48942848
2024-09-18 04:00:00+0000,131.77354431152344,131.78469848632812,130.7605743408203,131.4305419921875,23747968
2024-09-18 08:00:00+0000,131.42303466796875,131.42303466796875,128.36412048339844,129.5767059326172,66045568
2024-09-18 12:00:00+0000,129.53919982910156,130.24188232421875,127.25190734863281,127.79936218261719,0
2024-09-18 16:00:00+0000,127.77519226074219,132.0484619140625,127.54974365234375,129.60398864746094,555853824
2024-09-18 20:00:00+0000,129.59478759765625,133.99185180664062,128.80160522460938,133.99185180664062,154520576
2024-09-19 00:00:00+0000,134.07351684570312,138.6029052734375,134.07351684570312,137.9452667236328,467276800
2024-09-19 04:00:00+0000,137.96102905273438,139.040771484375,137.79087829589844,138.61973571777344,225342208
2024-09-19 08:00:00+0000,138.6183319091797,139.53094482421875,138.4087677001953,139.53094482421875,129734656
2024-09-19 12:00:00+0000,139.52902221679688,142.92840576171875,139.52902221679688,142.8361358642578,233418752
2024-09-19 16:00:00+0000,142.8810272216797,143.86444091796875,142.7697296142578,143.1131591796875,185406208
2024-09-19 20:00:00+0000,143.11032104492188,143.73533630371094,141.2406768798828,142.8365478515625,119135488
2024-09-20 00:00:00+0000,142.8439483642578,144.22084045410156,141.33287048339844,144.19078063964844,0
2024-09-20 04:00:00+0000,144.30191040039062,151.68043518066406,144.30191040039062,151.01300048828125,674242816
2024-09-20 08:00:00+0000,151.04788208007812,151.62051391601562,150.19149780273438,150.66793823242188,141823488
2024-09-20 12:00:00+0000,150.66595458984375,151.0437774658203,146.09432983398438,148.00230407714844,186650112
2024-09-20 16:00:00+0000,147.99749755859375,148.2342987060547,145.0673828125,146.82395935058594,46193152
2024-09-20 20:00:00+0000,146.79153442382812,147.87841796875,146.44534301757812,146.56680297851562,57521920
2024-09-21 00:00:00+0000,146.5732879638672,147.76438903808594,145.20166015625,146.0306854248047,28129024
2024-09-21 04:00:00+0000,146.0346221923828,147.64524841308594,144.80392456054688,147.3744659423828,0
2024-09-21 08:00:00+0000,147.4007568359375,147.88711547851562,146.57164001464844,147.29127502441406,0
2024-09-21 12:00:00+0000,147.28903198242188,149.3607940673828,146.85897827148438,147.69740295410156,0
